name,county_name,city_name,aland,median_household_income,average_household_income,per_capita_income,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_25_to_44_years,householder_45_to_64_years,householder_65_years_and_over,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,population_density_sq_mi,median_age,educational_attainment_bachelors,educational_attainment_graduate,family_poverty_pct,unemployment_pct,housing_units,median_value_of_owner_occupied_units
93546,Mono,Aspen Springs; Crowley Lake; Mammoth Lakes; McGee Creek; Sunny Slopes,446181448,62747,87203,33361,7.0%,49803,60772,72232,56434,2954,221,710,780,641,175,221,206,9591,55.7,32.4,22.6%,5.8%,3.1%,0.2%,10641,355300
93550,Los Angeles,Acton; Palmdale,508059938,45918,58411,17074,1.5%,25313,43995,56936,30662,21548,5679,5789,4021,2804,2211,725,319,77506,395.1,29.1,6.6%,2.0%,21.4%,9.6%,23222,232100
93551,Los Angeles,Acton; Desert View Highlands; Elizabeth Lake; Leona Valley; Palmdale,189434351,93055,110689,35548,11.1%,57277,102934,99852,63076,15771,1459,2355,2151,2663,3516,1869,1758,50601,691.8,38.2,18.0%,10.0%,5.0%,6.3%,16698,361400
93552,Los Angeles,Palmdale; Sun Village,125543669,65728,77710,20115,2.7%,60481,64524,75107,48036,9806,1265,2178,2160,1777,1870,295,261,39905,823.2,32.0,9.1%,2.3%,9.7%,7.1%,10587,273900
93555,Kern; San Bernardino,China Lake Acres; Ridgecrest,211253065,68794,84339,33191,4.7%,23981,70257,83289,57846,12986,2563,2359,2099,1813,2323,1222,607,33833,414.8,36.5,19.8%,8.6%,9.7%,7.4%,14868,182200
93561,Kern,Bear Valley Springs; Golden Hills; Stallion Springs; Tehachapi,684006862,64246,83989,28784,4.1%,61058,69557,85875,50412,11679,2038,2356,2361,1204,2335,911,474,34979,132.4,40.1,12.4%,6.4%,7.7%,6.6%,13516,268200
93610,Madera; Merced,Chowchilla; Fairmead,705009847,54031,72670,18141,3.4%,33015,57829,59333,45529,4710,995,1196,996,571,592,202,158,22724,83.5,34.4,7.0%,2.3%,15.1%,7.5%,5195,228600
93611,Fresno,Clovis; Fresno,28872346,92811,105710,35022,9.2%,34291,93191,114206,61875,15823,1289,2375,2495,2496,3745,1966,1457,49053,4400.3,35.9,22.7%,12.2%,5.0%,5.2%,16316,326300
93612,Fresno,Clovis; Tarpey Village,16936951,44105,58679,23444,1.2%,21779,50890,50554,38277,13491,3441,4076,2680,1505,1138,487,164,35140,5373.6,33.0,12.6%,6.0%,16.4%,7.6%,14177,209000
93615,Tulare,Cutler; Monson; Orosi; Yettem,43328929,43380,50908,13024,0.0%,31145,46017,53295,33469,1549,226,689,346,183,81,24,0,6347,379.4,26.3,0.4%,0.8%,21.8%,13.5%,1614,135900
93618,Fresno; Tulare,Delft Colony; Dinuba; London; Monson; Sultana,172598691,44576,63598,17218,1.8%,33681,40214,62926,39138,8222,1925,2487,1355,852,1065,387,151,31470,472.2,27.9,8.3%,3.1%,23.0%,10.8%,8536,213300
93619,Fresno,Clovis; Earlimart,462802352,120944,140088,46947,17.6%,60893,128750,136079,85321,13031,615,1395,1329,1858,3291,2248,2295,39473,220.9,37.9,29.2%,16.7%,2.6%,3.4%,13747,419600
93622,Fresno; Madera; Merced,Firebaugh,918202049,39290,53021,15121,2.0%,23636,37875,49856,31678,2748,738,941,526,242,174,72,55,10335,29.2,28.6,4.8%,0.6%,25.5%,20.5%,2906,170600
93625,Fresno,Fowler,64025059,54806,72155,23549,3.6%,11000,62100,73241,34597,2507,577,551,465,316,334,175,89,8059,326.0,34.0,14.6%,5.4%,15.3%,6.4%,2610,262600
93630,Fresno,Biola; Kerman,403159289,49360,74483,20421,3.7%,37955,48275,70208,30403,5373,1148,1571,782,628,776,270,198,20764,133.4,28.1,6.3%,1.9%,18.8%,7.2%,5618,227600
93631,Fresno; Kings; Tulare,Kingsburg; Traver,207801322,68502,93712,31666,8.4%,62721,79609,90843,39360,5387,1157,898,799,1039,704,337,453,16282,202.9,34.9,19.2%,8.4%,10.8%,5.5%,5583,292200
93635,Merced,Los Banos; Volta,673431411,62526,79412,22901,3.3%,65179,54832,70538,49485,11473,2061,2639,2128,1849,1491,925,380,41180,158.4,30.7,7.1%,3.1%,14.9%,12.8%,12197,298700
93637,Madera,Fairmead; La Vina; Madera; Parkwood,700619017,56462,72298,22691,2.8%,41286,58696,69155,42026,12360,2171,3397,2021,1763,2115,541,352,41108,152.0,31.0,9.8%,3.4%,13.1%,7.1%,13264,244300
93638,Madera,Fairmead; Madera; Madera Acres; Parksdale,245614871,45811,61182,16293,2.2%,37969,39724,54184,39583,12214,3103,3529,2150,1323,1466,377,266,49932,526.5,28.4,6.2%,1.7%,26.3%,12.1%,13076,207800
93640,Fresno,Mendota,292820299,30752,40925,10183,0.9%,15125,28847,39496,26500,2966,1105,1085,448,189,103,9,27,12920,114.3,29.2,1.5%,0.7%,36.6%,19.6%,3152,159800
93644,Madera,Ahwahnee; Oakhurst,240255065,51745,73601,29908,5.6%,73162,50553,59293,48542,3559,828,881,607,321,480,242,200,9055,97.6,49.2,16.9%,6.7%,16.5%,4.2%,4551,293300
93647,Tulare,Cutler; East Orosi; Orosi,276777785,35000,48141,12884,1.8%,15723,31510,50143,40202,2932,961,966,522,254,117,59,53,11407,106.7,28.3,7.0%,0.1%,31.9%,18.7%,3129,154000
93648,Fresno,Parlier; Sanger,59395851,35210,44513,12344,0.2%,34241,34798,53090,19931,4149,1529,1184,855,235,275,64,7,16087,701.5,29.1,4.1%,1.2%,32.2%,6.5%,4413,164900
93650,Fresno,Fresno,1833207,35440,42448,16923,0.0%,21833,45625,1,35394,1213,428,375,198,152,53,7,0,3173,4482.9,38.2,5.0%,0.5%,21.5%,14.9%,1328,80300
93654,Fresno; Tulare,Reedley,255383504,50903,66299,19531,2.3%,24602,47901,69107,43739,8572,1770,2443,1601,929,1123,510,196,30373,308.0,32.5,10.6%,3.5%,15.7%,11.6%,9134,226100
93657,Fresno,Centerville; Minkler; Sanger,553160560,57600,75481,23632,3.8%,43462,61576,78441,37898,10720,2170,2710,1560,1529,1478,868,405,35666,167.0,34.4,11.8%,4.8%,17.9%,5.5%,11640,269600
93662,Fresno,Parlier; Selma,204057746,42308,61959,18720,2.2%,36676,45205,54734,30744,8807,2071,2857,1414,883,1068,316,198,30725,390.0,31.3,7.0%,3.5%,18.7%,7.0%,9438,194100
93701,Fresno,Fresno,3924020,23153,30642,11030,0.2%,22669,29617,22590,1,3417,1922,984,247,141,115,0,8,10166,6709.9,27.1,4.0%,1.1%,41.1%,11.4%,4083,152100
93702,Fresno,Fresno,13643087,27159,40320,11946,0.9%,23973,26213,34388,21776,11961,5439,3284,1850,535,666,82,105,43601,8277.2,28.3,4.5%,1.4%,38.0%,10.4%,12767,123500
93703,Fresno,Fresno; Mayfair,12243423,33550,48020,15521,1.6%,21357,34395,41591,29728,9901,3859,2396,1472,1165,650,199,160,32754,6928.8,29.2,6.9%,1.3%,33.6%,12.2%,10594,159500
93705,Fresno,Fresno; Old Fig Garden,12590423,40516,51749,18112,1.5%,21897,37975,44824,37500,12103,4187,3303,1944,1197,952,339,181,36808,7571.8,31.7,9.9%,2.8%,27.6%,12.6%,12820,172300
93706,Fresno,Easton; Fresno; Raisin City; West Park,423169043,32325,48222,14238,1.7%,21212,30365,40154,30124,11026,4591,2737,1597,767,859,286,189,40586,248.4,29.3,6.1%,2.4%,37.3%,12.2%,11968,161600
93710,Fresno,Fresno,18102900,51605,64675,23203,2.5%,26958,52417,68017,56283,11238,2821,2703,2235,1221,1582,396,280,33448,4785.4,28.4,19.4%,7.2%,16.6%,9.3%,12030,246600
93711,Fresno,Fresno,29213968,73930,108756,46464,10.1%,47028,70815,96702,65399,15929,1969,3390,2727,2007,2811,1412,1613,38007,3369.5,43.8,26.0%,17.5%,5.9%,6.7%,16808,357300
93720,Fresno,Fort Washington; Fresno,25684065,89671,109456,43160,11.3%,48095,92953,103619,68317,18125,1871,2633,3111,2748,3844,1878,2040,47081,4747.7,37.3,28.9%,18.9%,5.3%,4.9%,18769,333000
93722,Fresno,Fresno,49805305,59028,74452,23356,4.0%,41734,57814,64074,52783,25288,4548,5534,5942,3565,3395,1289,1015,84621,4400.5,30.9,13.0%,5.5%,15.9%,9.1%,26542,241300
93725,Fresno,Bowles; Calwa; Easton; Fresno; Malaga; Monmouth,169540595,47524,62029,16719,2.5%,52368,43333,55347,33452,6835,1751,1822,1383,772,602,331,174,27214,415.7,27.4,6.8%,2.7%,23.0%,11.8%,7271,202900
93726,Fresno,Fresno,16303393,40489,50382,17648,0.8%,26130,41793,43896,42372,14135,4692,3758,2561,1385,1403,225,111,42824,6803.1,29.2,10.2%,4.6%,24.8%,11.3%,15043,182600
93727,Fresno,Fresno; Sunnyside; Tarpey Village,83853380,57537,74565,22981,4.1%,26310,66165,60126,42262,24745,5699,4980,4304,3511,3865,1378,1008,84449,2608.4,30.8,13.8%,6.1%,17.6%,8.3%,26166,254200
93728,Fresno,Fresno,7922026,36197,50519,18596,1.7%,25842,38542,39375,27941,5832,1940,1886,970,472,325,138,101,16574,5418.6,30.2,10.8%,4.7%,23.2%,14.1%,6309,165100
93901,Monterey,Salinas,37859965,64678,81944,29778,6.1%,47569,65599,73713,54873,9853,1823,1792,1842,1409,1763,619,605,28194,1928.7,34.4,15.8%,8.5%,10.4%,4.8%,10368,490300
93905,Monterey,Salinas,24099175,51472,63683,14913,1.8%,56797,45680,64184,39604,13015,2533,3736,2845,1765,1518,379,239,60531,6505.4,27.5,4.2%,0.9%,21.3%,3.8%,13391,375600
93906,Monterey,Salinas,33867681,67199,86422,23945,5.3%,37426,64782,87298,50458,16800,2218,3157,3980,2785,2482,1291,887,64348,4920.9,32.1,10.5%,3.8%,9.0%,5.9%,17504,400800
93907,Monterey,Boronda; Elkhorn; Prunedale; Salinas,139761382,82520,102178,33186,8.8%,68125,91455,93019,58964,7380,876,1198,1274,1278,1608,498,648,23299,431.8,41.2,13.8%,9.3%,7.9%,6.0%,7794,531900
93908,Monterey,Chualar; Prunedale; Salinas,555790955,129789,163642,59063,23.0%,31959,132863,153056,94044,4435,188,448,493,465,930,889,1022,12398,57.8,48.4,28.8%,19.0%,3.7%,3.0%,4796,803500
93927,Monterey,Greenfield,683429924,58766,68143,15961,1.5%,79103,58487,63712,48862,4071,655,1048,843,759,558,146,62,18812,71.3,27.6,4.2%,1.3%,12.4%,4.0%,4563,309200
93930,Monterey; San Benito,King City; Pine Canyon,935228387,54605,69465,19283,1.4%,54048,47421,67850,49886,4347,576,1363,1050,440,642,215,61,17067,47.3,30.3,5.9%,1.9%,15.4%,2.7%,4721,278700
93933,Monterey,Marina,33314714,66711,82607,30626,5.3%,28958,70046,87033,54855,9088,1715,1559,1828,1254,1623,625,484,25442,1977.9,33.5,19.7%,12.6%,8.3%,4.9%,9664,522300
93940,Monterey,Del Rey Oaks; Monterey,53075200,85503,119664,52088,13.8%,43250,91209,109182,66348,13358,1641,2229,2053,1756,2619,1221,1839,32236,1573.1,39.8,29.2%,23.8%,4.1%,3.2%,15162,790500
93955,Monterey,Marina; Sand City; Seaside,73135577,63832,80216,26435,5.3%,30703,65921,72651,52691,10823,1761,2457,2023,1483,1815,714,570,34566,1224.1,32.8,15.4%,8.2%,9.4%,6.0%,11749,490300
93960,Monterey,Soledad,528427603,63604,77460,15037,4.7%,45650,48438,79665,55553,4098,469,1114,795,698,634,194,194,26966,132.2,35.9,4.7%,2.2%,11.5%,2.9%,4442,368600
94010,San Mateo,Burlingame; Hillsborough; Millbrae,30667767,152388,241645,92111,39.2%,50699,159012,201531,101286,16062,1108,1362,1466,1331,2615,1880,6300,42760,3611.2,41.9,35.6%,34.7%,2.6%,4.3%,17055,2000001
94014,San Mateo,Colma; Daly City,16319090,90970,108995,33451,11.6%,79673,91706,103827,68386,14044,1587,2068,1823,2299,2693,1951,1623,49170,7803.7,39.5,27.0%,5.9%,5.4%,4.5%,14478,718100
94015,San Mateo,Broadmoor; Daly City,14894698,95541,118781,39278,15.6%,37589,101069,119659,72272,20295,2134,2593,3074,2741,4307,2271,3175,65041,11309.8,39.8,30.9%,9.2%,4.4%,5.6%,21058,821900
94025,San Mateo,Menlo Park; North Fair Oaks; West Menlo Park,31015641,161827,240726,85240,40.8%,78186,199286,188354,86364,15106,1634,1203,1467,978,1813,1841,6170,43392,3623.5,38.3,27.8%,40.7%,4.0%,3.8%,16365,2000001
94041,Santa Clara,Mountain View,3966210,139818,186839,81705,32.6%,143090,162159,128980,61709,6238,383,742,543,602,1256,679,2033,14572,9515.7,34.6,30.8%,37.1%,3.0%,3.9%,6901,1546500
94043,Santa Clara,Mountain View; Sunnyvale,27653304,138232,181914,77635,32.4%,100701,180303,129085,56981,13046,1223,1108,1121,1185,2303,1875,4231,31161,2918.5,34.9,30.5%,38.1%,2.9%,3.0%,13943,1135800
94044,San Mateo,Pacifica,38007008,125500,145686,53104,22.2%,73707,152272,142030,75109,13750,983,1291,1635,1497,2744,2549,3051,38984,2656.6,42.5,28.1%,17.6%,2.1%,3.2%,14224,882800
94061,San Mateo,North Fair Oaks; Redwood City; Woodside,9998760,112609,161855,59285,27.6%,135625,132637,124634,74130,13942,1088,1955,1761,1398,2413,1483,3844,39023,10108.2,37.0,25.2%,22.6%,3.6%,2.7%,14424,1342600
94063,San Mateo,North Fair Oaks; Redwood City,17139334,77166,114736,36889,15.4%,56750,94808,86906,40260,10647,1641,1947,1609,1035,1873,906,1636,34867,5268.9,33.1,17.1%,13.0%,12.5%,3.4%,11194,861400
94065,San Mateo,Redwood City,5910432,172663,210656,88777,42.2%,76875,215074,185721,96713,5197,392,317,321,329,834,810,2194,12461,5460.5,42.1,34.4%,41.8%,2.7%,4.6%,5275,1332000
94066,San Mateo,San Bruno,15866385,109387,133479,48582,19.1%,38621,126685,120833,62843,15063,1343,1845,1507,2157,3159,2170,2882,43101,7035.7,39.3,29.1%,14.8%,2.4%,4.0%,15634,908300
94070,San Mateo,Redwood City; San Carlos,15882411,185459,241260,90690,46.1%,75417,246223,202857,94836,11537,721,730,830,1082,1494,1357,5323,31074,5067.3,41.9,34.0%,34.8%,1.3%,3.3%,12003,1637900
94080,San Mateo,Colma; South San Francisco,26788702,105600,129525,43106,18.8%,97100,117311,122772,71881,21442,1939,2486,2706,2938,4214,3120,4039,67600,6535.7,40.3,26.5%,9.2%,3.9%,2.9%,22282,843600
94085,Santa Clara,Mountain View; Sunnyvale,9042125,127774,161294,60606,26.7%,82500,165877,101071,59712,8418,636,827,837,1004,1469,1399,2246,23223,6651.9,32.6,24.6%,28.1%,4.7%,3.0%,8878,1000500
94086,Santa Clara,Mountain View; Sunnyvale,11631098,139847,171672,68052,31.2%,108929,160584,144295,53009,19564,1544,1885,1916,1598,3670,2840,6111,50477,11240.1,33.3,33.1%,35.5%,3.4%,4.7%,20596,1223800
94087,Santa Clara,Mountain View; Sunnyvale,17049035,160907,208215,74669,38.9%,82188,190396,188834,74229,20041,1456,1290,1912,1714,3205,2668,7796,56668,8608.7,38.9,33.5%,39.3%,3.8%,4.1%,21042,1666300
94089,Santa Clara,Sunnyvale,15517488,119054,151381,56029,25.2%,217500,154399,109966,60690,8231,594,986,1001,734,1649,1192,2075,22882,3819.2,36.3,24.8%,26.7%,2.9%,3.4%,8659,293300
94102,San Francisco,San Francisco,1732390,46372,90956,54318,12.1%,32361,103384,30567,16869,18036,6215,3095,1843,1510,1952,1240,2181,31392,46932.2,39.2,30.6%,17.6%,7.8%,6.6%,20396,906600
94103,San Francisco,San Francisco,3518233,75764,128009,68455,19.6%,96806,129701,49073,13390,15714,4360,2364,1096,889,2548,1370,3087,30703,22602.4,36.9,34.0%,19.2%,10.3%,3.2%,18147,901300
94107,San Francisco,San Francisco,4647670,166985,206503,97478,42.2%,125536,204609,144609,32917,14392,1759,1127,564,974,2229,1668,6071,31461,17532.1,35.3,38.2%,30.7%,6.7%,3.1%,16498,1090900
94108,San Francisco,San Francisco,698155,63263,104059,58409,11.6%,58438,108916,49038,19529,7800,2370,1044,873,730,1247,632,904,14143,52467.1,42.1,28.7%,18.7%,15.0%,4.0%,9052,1127500
94109,San Francisco,San Francisco,3077741,94278,144062,86074,22.8%,63792,147083,65993,33634,33532,6863,3756,3786,2917,4906,3650,7654,57302,48220.9,36.6,40.4%,26.3%,5.1%,3.9%,38109,1095700
94110,San Francisco,San Francisco,6019936,134592,175979,70038,33.8%,121573,192677,106590,48380,27504,3387,2816,2610,2058,4355,2970,9308,72380,31140.4,37.3,33.9%,24.7%,6.1%,3.4%,30005,1150300
94112,San Francisco,San Francisco,8720186,94757,124357,36997,16.6%,67500,116504,103065,68625,23415,2546,3146,3307,3430,4458,2641,3887,84707,25158.9,42.8,22.8%,9.5%,5.2%,4.1%,24409,868200
94114,San Francisco,San Francisco,3692543,162193,218929,108101,40.5%,89545,214535,143333,87679,16845,1342,1119,1322,1410,2543,2286,6823,34918,24491.8,39.2,41.1%,37.0%,1.6%,3.5%,18384,1525600
94115,San Francisco,San Francisco,2889800,123037,174293,89097,31.0%,147115,165500,110722,41118,17062,3102,1607,1238,1355,2459,2014,5287,34604,31013.9,37.0,41.1%,29.7%,5.6%,3.5%,19323,1378400
94116,San Francisco,San Francisco,6699043,116089,163000,57758,26.2%,71542,145174,146382,68342,16224,1711,1815,1914,1430,3225,1875,4254,47346,18304.9,44.4,36.2%,18.8%,2.3%,4.8%,16929,1080100
94117,San Francisco,San Francisco,4373060,170211,210952,89469,39.6%,184161,191764,157882,61345,18244,1559,1101,1365,1219,2910,2862,7228,44650,26444.4,33.4,46.7%,30.6%,0.8%,3.9%,19973,1443500
94118,San Francisco,San Francisco,5047738,121644,180436,78360,28.6%,64755,161756,125651,67059,17854,2157,1798,1480,1884,3040,2389,5106,42095,21598.9,37.2,41.1%,29.5%,2.3%,3.9%,19036,1598700
94121,San Francisco,San Francisco,7980037,103151,144315,60162,20.2%,58042,145054,109515,59540,17448,2624,2026,2074,1818,2745,2630,3531,43616,14155.9,42.7,36.2%,22.7%,4.4%,3.6%,19085,1241600
94122,San Francisco,San Francisco,6124845,122076,150204,57845,25.1%,79079,151653,121186,74345,22936,2078,2432,2589,2330,4292,3462,5753,62128,26271.8,38.8,38.1%,22.7%,3.5%,3.0%,24110,1133400
94123,San Francisco,San Francisco,2646603,162206,227276,123576,40.3%,145391,194514,154211,74044,13769,955,886,1024,966,2339,2052,5547,25890,25336.2,34.0,53.8%,31.3%,1.8%,2.8%,15013,2000001
94127,San Francisco,San Francisco,4585723,172713,225388,83315,44.1%,212054,240284,206764,105429,7603,476,630,551,726,839,1026,3355,21151,11946.0,44.9,36.9%,31.4%,1.2%,3.2%,8270,1387700
94129,San Francisco,San Francisco,5968391,196917,244845,79986,49.7%,132813,211563,219485,133333,1293,11,101,124,80,139,195,643,4136,1794.8,30.0,50.7%,33.0%,0.0%,2.0%,1305,1
94132,San Francisco,San Francisco,8054487,84349,116690,40815,15.1%,32088,104786,101286,65348,10314,1730,1641,1349,1277,1558,1198,1561,31436,10108.5,33.0,31.7%,19.3%,6.6%,8.5%,11012,986500
94133,San Francisco,San Francisco,1955596,69756,128389,63870,20.3%,50500,154688,53188,21788,12981,3443,2034,1302,972,1400,1189,2641,26796,35488.6,42.5,30.1%,19.2%,10.7%,5.7%,14879,1433000
94134,San Francisco,San Francisco,6210533,77983,107399,33166,12.4%,39361,94176,84386,51797,12172,2199,1749,1881,1653,2071,1114,1505,42418,17689.6,42.2,17.3%,7.3%,9.0%,6.1%,12539,827800
94158,San Francisco,San Francisco,1800349,156856,180672,96624,35.9%,125994,178695,117703,11717,4461,726,188,194,288,609,854,1602,8455,12163.4,34.4,35.8%,37.8%,6.6%,2.3%,5114,1061700
94303,San Mateo; Santa Clara,East Palo Alto; Mountain View; Palo Alto,20630668,105763,170556,52270,27.8%,44770,109839,135687,83725,14310,1708,1892,1785,1358,2030,1555,3982,48244,6056.6,34.1,20.5%,27.0%,7.1%,4.0%,15136,1409800
94304,Santa Clara,Los Altos Hills; Palo Alto; Stanford,16836589,130227,210839,102440,27.7%,2499,98824,144453,165000,1846,146,77,272,289,257,294,511,3852,592.6,38.8,28.0%,57.1%,1.8%,0.9%,2003,2000001
94305,Santa Clara,Palo Alto; Stanford,13281865,60000,141148,37056,19.5%,35602,50234,250001,186797,3578,716,896,403,351,191,325,696,16397,3197.4,22.5,35.4%,58.2%,2.0%,4.7%,3857,2000001
94306,Santa Clara,Palo Alto,10860457,143606,206988,81599,37.9%,143657,161250,193402,88936,10680,1277,875,932,935,1487,1129,4045,27435,6542.7,41.2,28.5%,52.2%,4.6%,2.9%,11399,2000001
94401,San Mateo,San Mateo,8257745,93850,127116,45453,19.3%,71118,127181,96210,68189,12397,1405,1778,1528,1735,2221,1339,2391,36001,11291.5,35.7,23.7%,17.6%,6.7%,5.2%,13507,833000
94403,San Mateo,San Mateo,14584158,134875,173644,66566,31.9%,85119,167500,141727,64592,16529,1406,1455,1624,1652,3054,2070,5268,44408,7886.4,38.6,33.8%,24.8%,3.1%,3.0%,17295,1199800
94501,Alameda,Alameda,20529640,94991,121429,49921,16.4%,45101,111684,109013,56669,25452,3351,3366,3549,3039,4699,3285,4163,63821,8051.6,40.3,32.7%,20.2%,7.0%,3.7%,27072,855300
94503,Napa,American Canyon,33465479,101865,127720,36164,17.3%,53935,119417,108365,61667,5303,576,681,748,557,1039,786,916,20276,1569.2,38.0,22.3%,7.5%,7.8%,5.2%,5492,499700
94509,Contra Costa,Antioch; Pittsburg,42403699,64502,79319,26352,5.3%,41250,62504,80954,52051,21537,4127,4224,4110,2973,3514,1446,1143,68166,4163.5,35.1,12.1%,4.5%,15.7%,10.6%,22582,369200
94510,Solano,Benicia,72087342,103163,127733,51978,17.9%,12321,102690,135281,74962,11339,1123,1265,1511,1601,2242,1562,2035,28350,1018.6,46.1,29.0%,15.6%,6.0%,2.7%,11832,586700
94513,Contra Costa,Antioch; Brentwood; Byron; Discovery Bay; Knightsen,196333400,108243,127050,41912,17.5%,105050,118454,127889,67279,20690,1943,2738,2170,2471,4602,3137,3629,64313,848.4,40.5,23.0%,9.5%,3.6%,6.6%,21504,581700
94520,Contra Costa,Bay Point; Clyde; Concord,25392999,60652,77753,28893,3.8%,53646,60815,77208,45913,13669,2483,3096,2356,1948,2306,961,519,38753,3952.7,34.8,18.5%,6.9%,11.8%,5.0%,14233,418400
94521,Contra Costa,Clayton; Concord; Walnut Creek,33601243,106938,123650,46687,16.9%,71085,110938,128337,75158,15932,1540,1800,1979,2142,3755,2029,2687,43281,3336.1,42.3,29.6%,13.1%,3.1%,4.8%,16499,603600
94530,Contra Costa,El Cerrito; Kensington; Richmond,12496098,107006,139374,55921,19.5%,75000,114973,121185,79637,10313,1206,1392,1131,1043,2018,1508,2015,26145,5418.9,42.5,31.6%,31.9%,4.9%,4.4%,11014,802500
94531,Contra Costa,Antioch,28347933,104646,114715,34723,11.4%,90875,95508,120378,75660,12479,974,1673,1668,1722,3202,1821,1419,43022,3930.7,38.1,19.1%,8.5%,6.6%,5.3%,12779,436400
94533,Solano,Fairfield; Suisun City; Vacaville,55949555,73042,90370,29999,6.7%,42557,66434,84489,63650,24038,3210,4830,4228,3597,4646,1915,1612,75909,3513.9,33.8,15.6%,5.9%,9.3%,6.9%,25036,355600
94534,Solano,Fairfield; Green Valley; Suisun City,205016160,114537,142639,48925,19.2%,52813,128468,122303,80610,13097,909,1279,1597,1632,3286,1875,2519,39239,495.7,40.9,27.9%,12.1%,2.6%,3.2%,13611,495200
94535,Solano,Fairfield,9871361,70230,80160,23109,1.4%,40694,72024,150893,1,1035,103,173,281,178,189,96,15,3842,1008.0,23.0,30.1%,13.5%,8.8%,6.0%,1330,1
94536,Alameda,Fremont,37763465,121696,143454,49482,22.4%,51422,145646,138763,64133,24973,2331,2063,2829,2714,5023,4425,5588,74837,5132.7,37.7,30.1%,21.5%,3.6%,3.3%,26395,868900
94538,Alameda,Fremont,42661555,112473,133080,45948,18.9%,130978,129489,116225,52352,22222,1953,1996,2477,2972,5083,3551,4190,67474,4096.4,35.7,25.2%,23.1%,3.2%,3.5%,23118,790700
94539,Alameda,Fremont; Sunol,65814586,177836,209932,65691,43.3%,178281,205000,191100,98063,16822,787,930,1238,920,2911,2760,7276,54982,2163.7,42.5,33.7%,39.4%,1.5%,3.9%,17485,1352400
94541,Alameda,Ashland; Cherryland; Fairview; Hayward; San Lorenzo,19232211,80448,96796,34027,8.2%,68007,85502,84867,56228,21808,3194,3215,3615,3723,4170,2106,1785,65928,8878.5,37.0,20.0%,8.4%,7.8%,4.3%,22949,581800
94542,Alameda,Fairview; Hayward,14763890,121354,144931,45735,25.5%,68013,122697,142462,114167,4392,285,325,518,631,980,531,1122,14699,2578.6,33.7,32.9%,15.3%,4.9%,6.1%,4581,793400
94544,Alameda,Hayward; Union City,28377432,82520,98408,30300,8.3%,73346,85650,92902,54460,22920,2546,3476,4505,3298,5179,2020,1896,79747,7278.5,34.3,16.0%,5.3%,6.1%,4.1%,23874,549700
94545,Alameda,Hayward,55820192,91310,112745,34546,13.3%,49773,110682,109612,44152,9414,1156,1237,1413,1344,1800,1211,1253,32724,1518.4,39.7,21.4%,7.0%,4.2%,4.2%,9842,576700
94546,Alameda,Castro Valley; Hayward,24710903,97179,116521,44359,15.4%,59395,112658,108576,54011,16363,1625,2371,2041,2274,3376,2154,2522,44378,4651.3,42.0,27.6%,14.6%,5.7%,4.2%,16855,699800
94550,Alameda; Santa Clara,Livermore,602370606,139387,164936,60554,28.4%,54167,153797,169231,75614,18117,1298,1748,1869,1510,3405,3136,5151,50374,216.6,42.7,28.6%,19.2%,2.7%,3.1%,18934,834600
94551,Alameda; Contra Costa,Dublin; Livermore,203775176,118967,146652,50760,24.0%,84306,145500,130182,57586,15988,985,1530,1869,2079,3031,2659,3835,47227,600.3,37.0,27.3%,16.4%,2.9%,3.1%,16352,714700
94553,Contra Costa,Alhambra Valley; Hercules; Martinez; Mountain View; Pacheco; Vine Hill,125780879,103728,124919,48953,16.6%,42500,112020,115321,74844,18961,1879,2043,2553,2729,4359,2257,3141,49784,1025.1,41.6,25.9%,13.3%,2.7%,4.3%,19791,570200
94556,Contra Costa,Lafayette; Moraga,31645014,141366,206192,74869,37.0%,33239,179449,207391,94750,5881,441,450,631,560,953,668,2178,16428,1344.6,45.3,38.8%,35.1%,1.7%,3.8%,6029,1142100
94558,Napa,Moskowite Corner; Napa; Oakville; Rutherford; Silverado Resort; Yountville,922258151,93052,123939,45391,15.7%,57835,91114,111638,72449,23924,2498,3472,3437,3346,4671,2750,3750,68315,191.8,42.2,23.0%,12.7%,3.8%,4.0%,27100,645500
94559,Napa,Napa,94710373,76961,102190,39414,9.8%,45781,77290,92962,64615,10210,1161,2005,1746,1440,1825,1034,999,27593,754.6,38.5,21.5%,11.2%,7.9%,4.9%,11331,640200
94560,Alameda,Newark,35758501,116856,134710,42250,18.6%,90083,131417,127071,68520,14047,958,1289,1495,1919,3455,2317,2614,47171,3416.6,37.1,21.9%,11.7%,2.9%,4.1%,14562,742100
94564,Contra Costa,Bayview; Hercules; Pinole,14334675,100240,115183,41936,14.9%,68555,101435,127105,70066,6757,535,1068,986,775,1512,877,1004,19260,3479.9,43.3,21.6%,10.1%,2.3%,5.2%,7058,500500
94565,Contra Costa,Bay Point; Pittsburg,77788784,71629,91412,28103,7.0%,46533,69103,81472,57819,28368,4253,5298,5188,4567,4846,2219,1997,97671,3252.0,34.1,13.7%,5.2%,10.8%,8.2%,29562,369500
